CPU Total,CPU Package Temperature,Memory,Used Memory,Temperature,Used Space
69.140625,56,92.47584,3.62122726,43,92.13484
89.0625,57,92.4774,3.6212883,43,92.13484
98.046875,58,92.64174,3.62772369,43,92.13484
85.546875,57,93.04008,3.643322,43,92.13484
100,57,92.69415,3.629776,43,92.13484
100,57,92.74345,3.63170624,43,92.13484
100,57,92.8202057,3.63471222,43,92.13485
82.66741,57,92.96945,3.64055634,43,92.13485
97.86275,57,92.8055954,3.63414,43,92.13485
82.49715,54,93.0340347,3.64308548,43,92.13485
57.421875,57,93.14811,3.64755249,43,92.13485
95.703125,57,93.13194,3.64691925,43,92.13485
68.359375,56,93.0480652,3.6436348,43,92.13485
89.0625,57,93.23764,3.6510582,43,92.13485
46.875,56,92.59683,3.625965,43,92.13485
59.765625,56,92.70564,3.63022614,43,92.13485
63.28125,56,92.97403,3.64073563,43,92.13485
78.515625,57,93.67923,3.66835022,43,92.13485
56.640625,57,92.7258148,3.63101578,43,92.13485
80.078125,57,92.7116852,3.63046265,43,92.13485
53.90625,56,93.24436,3.65132141,43,92.13485
98.828125,57,93.19731,3.649479,43,92.13485
97.65625,58,93.2011,3.64962769,43,92.13485
100,57,93.1676941,3.64831924,43,92.13485
92.578125,57,93.45556,3.65959167,43,92.13485
98.4375,57,92.83979,3.635479,43,92.13485
100,57,92.41408,3.61880875,43,92.13485
100,58,92.43755,3.619728,43,92.13485
100,57,93.015625,3.6423645,43,92.13485
100,58,92.96204,3.64026642,43,92.13485
79.6875,57,93.47826,3.6604805,43,92.13485
99.609375,58,92.66911,3.62879562,43,92.13485
100,58,92.22607,3.61144638,43,92.13485
98.046875,58,92.6507,3.62807465,43,92.13485
90.625,58,92.48607,3.62162781,43,92.13485
100,58,92.56556,3.6247406,43,92.13485
99.609375,58,93.02439,3.64270782,43,92.13496
94.140625,58,92.92308,3.63874054,43,92.13496
95.3125,58,92.90223,3.63792419,43,92.13496
63.28125,57,92.63814,3.62758255,43,92.13496
91.015625,58,92.60161,3.626152,43,92.13496
82.421875,58,92.65996,3.628437,43,92.13496
91.015625,58,89.88037,3.51959229,43,92.13496
63.3333321,57,87.63843,3.43180084,43,92.13496
63.0952377,58,86.96391,3.40538788,43,92.13496
77.34375,58,85.54514,3.34983063,43,92.13496
96.09375,58,85.38713,3.34364319,43,92.13496
93.75,59,85.1246948,3.33336639,43,92.13496
86.71875,59,84.20333,3.297287,43,92.13496
97.265625,58,83.95404,3.28752518,43,92.13496
81.25,58,82.81875,3.2430687,43,92.13496
92.1875,59,81.45472,3.1896553,43,92.13496
99.609375,59,81.28015,3.18281937,43,92.13496
100,59,81.1265259,3.17680359,43,92.13496
100,59,80.78693,3.16350555,43,92.13496
100,59,80.66925,3.1588974,43,92.13496
100,59,80.5153351,3.15287018,43,92.13496
100,59,80.55342,3.15436172,43,92.13496
100,59,80.03945,3.13423538,43,92.13496
100,59,80.6960449,3.15994644,43,92.13496
100,59,81.1094742,3.176136,43,92.13496
100,59,81.0471344,3.17369461,43,92.13496
100,59,81.03105,3.17306519,43,92.13496
100,59,79.8350754,3.12623215,43,92.13496
87.109375,58,74.7376556,2.9266243,43,92.13496
63.28125,58,69.83118,2.73449326,43,92.13496
80.859375,58,61.5337257,2.40957642,43,92.13501
53.125,57,61.8142853,2.42056274,43,92.13501
55.859375,57,61.9131622,2.42443466,43,92.13501
66.015625,57,61.6264648,2.413208,43,92.13501
67.578125,55,61.4081573,2.40465927,43,92.13501
27.34375,57,61.8147736,2.42058182,43,92.13501
53.515625,57,61.9715157,2.42671967,43,92.13501
50,57,62.0277252,2.42892075,43,92.13501
68.359375,57,61.9796028,2.42703629,43,92.13501
76.171875,58,61.166172,2.39518356,43,92.13501
85.546875,57,59.6193924,2.3346138,43,92.13501
55.46875,56,57.37813,2.246849,43,92.13501
58.984375,57,56.44858,2.21044922,43,92.13501
57.421875,57,56.59695,2.216259,43,92.13501
55.46875,56,56.6845245,2.21968842,43,92.13501
69.140625,56,56.9493027,2.23005676,43,92.13501
55.46875,57,56.9324532,2.22939682,43,92.13501
54.1604652,54,55.34651,2.16729355,43,92.13501
28.0048065,55,55.42162,2.17023468,43,92.13501
58.984375,55,55.4462662,2.1711998,43,92.13501
61.71875,56,55.38733,2.168892,43,92.13501
50.78125,55,53.59243,2.098606,43,92.13501
43.75,55,53.6307144,2.10010529,43,92.13501
52.734375,56,53.830513,2.10792923,43,92.13501
54.296875,56,53.6102562,2.0993042,43,92.13501
50.390625,55,53.8122,2.107212,43,92.13501
51.953125,55,53.87679,2.10974121,43,92.13501
50.78125,54,54.03402,2.11589813,43,92.13501
53.90625,55,54.0837975,2.11784744,43,92.13501
62.5,55,53.524334,2.09593964,43,92.13501
55.46875,55,53.71722,2.10349274,43,92.13506
58.59375,55,53.9021149,2.110733,43,92.13506
62.5,55,54.4092674,2.13059235,43,92.13506
57.421875,55,54.4399529,2.131794,43,92.13506
20.0024776,53,54.782177,2.145195,43,92.13506
27.75622,55,55.04296,2.155407,43,92.13506
26.08173,53,55.3414459,2.16709518,43,92.13506
18.359375,53,55.23351,2.1628685,43,92.13506
17.1875,53,55.1734,2.16051483,43,92.13506
16.015625,52,55.3425179,2.16713715,43,92.13506
13.28125,52,55.4227867,2.17028046,43,92.13506
25,53,55.4999428,2.1733017,43,92.13506
30.46875,52,55.4766579,2.17239,43,92.13506
18.359375,52,55.0423775,2.155384,43,92.13506
21.09375,52,54.94457,2.151554,43,92.13506
19.921875,53,55.0733528,2.15659714,43,92.13506
16.015625,52,55.36765,2.16812134,43,92.13506
35.546875,52,55.2742271,2.164463,43,92.13506
34.375,53,54.3243179,2.127266,43,92.13506
21.09375,51,54.0800972,2.11770248,43,92.13506
21.09375,52,53.97664,2.11365128,43,92.13506
11.328125,51,53.8613968,2.10913849,43,92.13506
12.890625,52,53.78424,2.10611725,43,92.13506
12.3858156,51,53.78288,2.10606384,43,92.13506
11.8055525,52,53.7086449,2.103157,43,92.13506
12.9402275,50,53.6586723,2.1012,43,92.13506
11.328125,50,53.4361725,2.09248734,43,92.13506
12.4896946,49,53.36116,2.08955,43,92.13506
13.2271652,50,53.2996941,2.087143,43,92.13506
12.9588308,49,53.2486458,2.085144,43,92.13506
12.5,50,53.2226372,2.08412552,43,92.14298
12.4759617,49,53.1871758,2.082737,43,92.14298
10.8112993,50,53.16019,2.0816803,43,92.14298
14.453125,50,52.89863,2.07143784,43,92.14298
13.2391815,50,52.9252243,2.07247925,43,92.14298
13.671875,50,52.97598,2.07446671,43,92.14298
11.71875,49,52.9591255,2.07380676,43,92.14298
11.328125,50,52.93263,2.07276917,43,92.14298
13.28125,50,52.93107,2.07270813,43,92.14298
16.5805283,50,53.06375,2.07790375,43,92.14298
17.032486,50,53.31976,2.08792877,43,92.14298
16.40625,50,53.5158577,2.09560776,43,92.14298
13.7400808,50,53.546936,2.09682465,43,92.14298
14.7896652,49,53.5393372,2.096527,43,92.14298
13.671875,49,53.53437,2.09633255,43,92.14298
14.453125,49,53.51985,2.09576416,43,92.14298
19.4891815,49,53.51615,2.0956192,43,92.14298
17.578125,50,53.5143967,2.09555054,43,92.14298
16.53846,50,53.49024,2.09460449,43,92.14298
13.8888836,50,53.4903374,2.09460831,43,92.14298
15.27158,52,53.4925766,2.094696,43,92.14298
13.6237984,51,53.4917,2.09466171,43,92.14298
16.015625,51,53.497448,2.09488678,43,92.14298
12.5,49,53.50261,2.095089,43,92.14298
14.84375,49,53.5091362,2.09534454,43,92.14298
16.505455,49,53.5133247,2.09550858,43,92.14298
13.6478367,49,53.51323,2.09550476,43,92.14298
13.24519,49,53.51839,2.095707,43,92.14298
14.4965286,49,53.52112,2.09581375,43,92.14298
12.4519234,49,53.4955978,2.0948143,43,92.14298
17.96875,51,53.481472,2.09426117,43,92.14213
13.671875,49,53.50222,2.0950737,43,92.14213
11.7683525,49,53.4994926,2.094967,43,92.14213
13.6298065,51,53.524334,2.09593964,43,92.14213
14.453125,49,53.5321274,2.09624481,43,92.14213
14.84375,49,53.5356331,2.09638214,43,92.14213
13.6966763,49,53.54606,2.09679031,43,92.14213
12.8605785,49,53.5435257,2.09669113,43,92.14213
14.0625,49,53.55648,2.09719849,43,92.14213
14.0625,49,53.5616455,2.09740067,43,92.14213
17.96875,50,53.60519,2.09910583,43,92.14213
16.40625,49,53.62711,2.09996414,43,92.14213
11.71875,49,53.6044121,2.09907532,43,92.14213
11.328125,49,53.61035,2.099308,43,92.14213
12.5,49,53.6043129,2.0990715,43,92.14213
19.53125,48,53.6125946,2.09939575,43,92.14213
14.0625,49,53.61951,2.0996666,43,92.14213
13.3184547,48,53.6483459,2.10079575,43,92.14213
12.5011444,48,53.63646,2.10033035,43,92.14213
13.6057673,48,53.6461067,2.100708,43,92.14213
12.890625,48,53.6494179,2.10083771,43,92.14213
14.453125,49,53.6192169,2.09965515,43,92.14213
12.5,49,53.6312,2.10012436,43,92.14213
11.71875,48,53.6509743,2.10089874,43,92.14213
12.109375,48,53.63617,2.100319,43,92.14213
12.5,48,53.6212654,2.09973526,43,92.14213
13.3308525,48,53.63042,2.10009384,43,92.14213
14.4230785,49,53.61727,2.09957886,43,92.14213
17.1875,49,53.64172,2.10053635,43,92.14213
13.0769253,48,53.63656,2.10033417,43,92.14213
16.7242641,48,53.670166,2.10165024,43,92.14214
12.5011444,48,53.6690941,2.10160828,43,92.14214
13.671875,48,53.64815,2.100788,43,92.14214
14.4965286,48,53.64698,2.10074234,43,92.14214
13.2391815,48,53.6529236,2.100975,43,92.14214
12.4338923,48,53.6529236,2.100975,43,92.14214
19.921875,48,53.6329536,2.100193,43,92.14214
13.2998524,48,53.6076241,2.0992012,43,92.14214
16.04777,48,53.62214,2.09976959,43,92.14214
14.80769,49,53.57801,2.09804153,43,92.14214
14.1245,49,53.55229,2.09703445,43,92.14214
18.7079315,49,53.454,2.09318542,43,92.14214
13.671875,48,53.4425049,2.09273529,43,92.14214
13.671875,48,53.43169,2.09231186,43,92.14214
13.28125,48,53.42604,2.09209061,43,92.14214
12.92783,48,53.2843,2.08654022,43,92.14214
8.984375,47,53.2694931,2.08596039,43,92.14214
12.8665867,47,53.2519569,2.08527374,43,92.14214
7.03125,47,53.25751,2.08549118,43,92.14214
11.328125,48,53.27787,2.08628845,43,92.14214
26.171875,48,53.2916069,2.08682632,43,92.14214
8.984375,48,53.2805023,2.08639145,43,92.14214
11.3591251,48,53.28703,2.086647,43,92.14214
8.185095,48,53.29716,2.08704376,43,92.14214
10.546875,49,53.26881,2.08593369,43,92.14214
29.4394855,48,53.2843971,2.086544,43,92.14214
6.61658669,48,53.2947235,2.08694839,43,92.14214
14.84375,49,53.3184929,2.08787918,43,92.14214
20.3869038,48,53.26686,2.08585739,43,92.14214
14.1196365,48,53.2799149,2.08636856,43,92.14214
19.4187813,48,53.33642,2.088581,43,92.14228
8.991533,47,53.36311,2.08962631,43,92.14228
16.015625,48,53.36662,2.08976364,43,92.14228
15.1442289,48,53.38318,2.09041214,43,92.14228
15.234375,48,53.43023,2.09225464,43,92.14228
14.84375,50,53.454,2.09318542,43,92.14228
19.140625,50,53.52599,2.09600449,43,92.14228
18.359375,51,53.5326157,2.096264,43,92.14228
13.28125,50,53.5500526,2.09694672,43,92.14228
14.453125,50,53.5487862,2.09689713,43,92.14228
11.328125,50,53.55512,2.097145,43,92.14228
8.59375,50,53.55434,2.09711456,43,92.14228
11.71875,50,53.5801544,2.09812546,43,92.14228
18.4615364,48,53.3562927,2.08935928,43,92.14228
16.40625,49,53.46082,2.09345245,43,92.14228
14.0625,49,53.4848824,2.09439468,43,92.14228
12.109375,48,53.50563,2.09520721,43,92.14228
7.421875,48,53.513813,2.09552765,43,92.14228
7.421875,48,53.506897,2.09525681,43,92.14228
12.890625,48,53.57655,2.09798431,43,92.14228
6.646824,48,53.58132,2.09817123,43,92.14228
11.2800484,48,53.564373,2.09750748,43,92.14228
11.328125,48,53.5544357,2.09711838,43,92.14228
9.765625,48,53.5671,2.09761429,43,92.14228
14.453125,48,53.5633,2.09746552,43,92.14228
7.69831562,48,53.56905,2.09769058,43,92.14228
10.1810513,48,53.5730438,2.097847,43,92.14228
7.118058,48,53.57324,2.09785461,43,92.14228
